name,website,address,phone,category,rating,reviews_count
LondonCryo City,http://www.londoncryo.com/,"20 Artillery Ln, London E1 7LS, United Kingdom",+442033718900,Weight loss service,4.8,
Longrove Surgery,http://www.longrovesurgery.co.uk/,"Vale Drive Primary Care Centre, Vale Dr, Barnet EN5 2ED, United Kingdom",+442083706660,Medical clinic,2.5,
Lumen Health Assessments,https://www.lumenharleystreet.uk/,"17 Harley St, London W1G 9QH, United Kingdom",+442036970247,Medical clinic,5,
Luxurious Medi Clinic,https://luxuriousmediclinic.co.uk/,"168 High Rd, South Woodford, Woodford Green IG8 9EF, United Kingdom",+442082649839,Medical spa,5,
LWH Healing Christian Centre,http://helpforinfertilitymasterclass.com/,"161 Lower Clapton Rd, Lower Clapton, London E5 8EX، United Kingdom",+447947831819,Fertility clinic,5,
"LycaHealth – Canary Wharf, East London",https://lycahealth.com/clinics/canary-wharf/,"1 Westferry Circus, Canary Wharf Estate, London E14 4HD, United Kingdom",+442071321440,Medical Center,4.4,
LÀVIÉL CLINIC,http://laviel.com/,"V, 7 Patcham Terrace, Nine Elms, London SW8 4FN, United Kingdom",+442080504413,Wellness center,5,
Mabel Hair Clinic UK | Hairtransplant,https://mabelhairclinic.com/,"162-166 Croydon Rd, Elmers End, Beckenham BR3 4DE, United Kingdom",+447915966571,Hair replacement service,3,
Maggie Bell Fertile Body Method Practitioner (Bromley & Lewisham),http://www.maggiebellcounsellingandhypnotherapy.co.uk/,"127 Portland Rd, Bromley BR1 5AY, United Kingdom",+447950906421,Fertility clinic,5,
Malmin Medical,http://www.malminmedical.co.uk/,"131 Aldersgate St, Barbican, London EC1A 4EB, United Kingdom",+442072512222,Medical clinic,5,
MansMatters - Mens Health Clinic Richmond,http://www.mansmatters.co.uk/,"The Gate House Clinic, 11 Upper Ham Rd, Richmond TW10 5LD, United Kingdom",+442072052711,Men's health physician,5,
MansMatters - Men’s Health & Wellness Clinic Knightsbridge,https://www.mansmatters.co.uk/,"32 Beauchamp Pl, London SW3 1NU, United Kingdom",+442072052711,Medical clinic,5,
MarcoHealth,http://www.marcohealth.co.uk/,"7 Playground Gardens, Rochelle School Studio A, Friars Mount House, London E2 7FA, United Kingdom",+442070050278,Sports medicine clinic,5,
Martin Higgins,https://www.martinhigginsphysiotherapy.co.uk/,"66 Wimpole St, London W1G 8AW, United Kingdom",+442033692033,Sports medicine clinic,4.8,
Marylebone Skin,http://www.drdenning.co.uk/,"Unit 4, The Light Centre, 10 Portman Square, London W1H 6AZ, United Kingdom",+442071268305,Medical clinic,5,
Maxiclinic Knightsbridge,https://maxiaestheticclinic.co.uk/,"189 Brompton Rd, London SW3 1NE, United Kingdom",+447475409688,Medical clinic,4.2,
Mayfair Doctors,http://www.mayfairdoctors.com/,"37 N Audley St, London W1K 6ZL, United Kingdom",+442074991581,Medical clinic,4.8,
Mayfair Hair Clinic,https://www.mayfairhairclinic.com/,"15 Cavendish Square, London W1G 0AN, United Kingdom",+442073621547,Hair transplantation clinic,,
Mayfair Practice,https://mayfairpractice.co.uk/,"12 Lees Pl, London W1K 6LW, United Kingdom",+442074081164,Dermatologist,5,
Mayfair Weight Loss Clinic,https://www.mayfairweightlossclinic.co.uk/,"41 Curzon St, London W1J 7UB, United Kingdom",+442075506515,Weight loss service,3,
Mayfair Wellness Clinic,https://mayfairwellnessclinic.com/,"First Floor, 18 Shepherd Market, London W1J 7QH, United Kingdom",+442034883199,Wellness center,,
Mayo Clinic Healthcare,https://www.mayoclinichealthcare.co.uk/?y_source=1_MTY2NTA0MzEtNzE1LWxvY2F0aW9uLndlYnNpdGU=,"15 Portland Pl, London W1B 1PT, United Kingdom",+442078712575,Medical clinic,3.8,
Medical Diagnosis Victoria - Private Clinic,http://www.medical-diagnosis.co.uk/,"170 Vauxhall Bridge Rd, London SW1V 1DX, United Kingdom",+442031469508,Blood testing service,4.9,
Medical Express Clinic,https://www.medicalexpressclinic.co.uk/,"117A Harley St, London W1G 6AT, United Kingdom",+442074991991,Medical clinic,4.2,
Medical Prime Menopause Clinic,https://www.medicalprime.co.uk/,"65 London Wall, London EC2M 5TU, United Kingdom",+442034883307,Women's health clinic,5,
Medical Room London,https://www.medicalroom.co.uk/,"1-5 Portpool Ln, London EC1N 7UU, United Kingdom",+442039888777,Medical clinic,5,
MedicPlus Health Clinic,https://medicplushealthclinic.co.uk/,"5 Castle Hill Parade, West Ealing W13 8JP, United Kingdom",+442089974446,Medical Center,4.6,
Medicspot Weight Loss Clinic Acton Town Station,https://www.medicspot.co.uk/weight-loss,"6, The Broadway, Gunnersbury Ln, London W3 8HR, United Kingdom",+442036378398,Weight loss service,5,
Medicspot Weight Loss Clinic Barking Station,https://www.medicspot.co.uk/weight-loss,"35 Station Parade, Barking IG11 8EB, United Kingdom",+442036378398,Weight loss service,3.3,
Medicspot Weight Loss Clinic Battersea,https://www.medicspot.co.uk/weight-loss,"12 Queenstown Rd, London SW8 3RX, United Kingdom",+442036378398,Weight loss service,,
Medicspot Weight Loss Clinic Burnt Oak,https://www.medicspot.co.uk/weight-loss,"127 Burnt Oak Broadway, Burnt Oak, Edgware HA8 5EN, United Kingdom",+442036378398,Weight loss service,,
Medicspot Weight Loss Clinic Caledonian Road Station,https://www.medicspot.co.uk/weight-loss,"47 Roman Way, London N7 8XF, United Kingdom",+442036378398,Dịch vụ giảm cân,4,
Medicspot Weight Loss Clinic Canning Town,https://www.medicspot.co.uk/weight-loss,"123 Star Ln, London E16 4PZ, United Kingdom",+442036378398,Weight loss service,5,
Medicspot Weight Loss Clinic Chadwell Heath,https://www.medicspot.co.uk/weight-loss,"70 Chadwell Heath Ln, Romford RM6 4NP, United Kingdom",+442036378398,Weight loss service,,
Medicspot Weight Loss Clinic Earls Court,https://www.medicspot.co.uk/weight-loss,"240 Earls Ct Rd, London SW5 9AA, United Kingdom",+442036378398,Weight loss service,5,
Medicspot Weight Loss Clinic Earlsfield,https://www.medicspot.co.uk/weight-loss,"385 Durnsford Rd, London SW19 8EF, United Kingdom",+442036378398,Dịch vụ giảm cân,,
Medicspot Weight Loss Clinic East Ham Station,https://www.medicspot.co.uk/weight-loss,"234 High St N, London E12 6SB, United Kingdom",+442036378398,Weight loss service,,
Medicspot Weight Loss Clinic Edgware High Street,https://www.medicspot.co.uk/weight-loss,"98 High St, Edgware HA8 7HF, United Kingdom",+442036378398,Weight loss service,3.7,
Medicspot Weight Loss Clinic Essex Road,https://www.medicspot.co.uk/weight-loss,"155 Essex Rd, London N1 2SN, United Kingdom",+442036378398,Dịch vụ giảm cân,,
Medicspot Weight Loss Clinic Forest Gate,https://www.medicspot.co.uk/weight-loss,"116 Woodgrange Rd, London E7 0EW, United Kingdom",+442080927285,Weight loss service,,
Medicspot Weight Loss Clinic Golders Green Station,https://www.medicspot.co.uk/weight-loss,"45 Golders Green Rd, London NW11 8EL، United Kingdom",+442036378398,,,
Medicspot Weight Loss Clinic Haggerston Columbia Road,https://www.medicspot.co.uk/weight-loss,"104 Columbia Rd, London E2 7QB, United Kingdom",+442036378398,Weight loss service,,
Medicspot Weight Loss Clinic Hammersmith Road,https://www.medicspot.co.uk/weight-loss,"5 Hammersmith Rd, Olympia Way, London W14 8XJ, United Kingdom",+442036378398,Weight loss service,,
Medicspot Weight Loss Clinic Harrow Headstone Road,https://www.medicspot.co.uk/weight-loss,"105 Headstone Rd, Harrow HA1 1PG, United Kingdom",+442036378398,Centro de adelgazamiento,5,
Medicspot Weight Loss Clinic Hayes Harlington,https://www.medicspot.co.uk/weight-loss,"220 High Street Harlington, Harlington, Hayes UB3 5DS, United Kingdom",+442036378398,Weight loss service,1,
Medicspot Weight Loss Clinic Lewisham Station,https://www.medicspot.co.uk/weight-loss,"312-314 Lewisham Rd, London SE13 7PA, United Kingdom",+442036378398,Centre d'amincissement,,
Medicspot Weight Loss Clinic London,https://www.londonweightlossclinic.co.uk/,"18 College Rd, Harrow HA1 1BE, United Kingdom",+442084273124,Weight loss service,4.2,
Medicspot Weight Loss Clinic Morden Park,https://www.medicspot.co.uk/weight-loss,"139 Epsom Rd, Sutton SM3 9EY, United Kingdom",+442036378398,Dịch vụ giảm cân,,
Medicspot Weight Loss Clinic Richmond Ham Common,https://www.medicspot.co.uk/weight-loss,"12-14 Back Ln, Richmond TW10 7LF, United Kingdom",+442036378398,Weight loss service,,
Medicspot Weight Loss Clinic Walthamstow Grove Road,https://www.medicspot.co.uk/weight-loss,"73 Grove Rd, London E17 9BU, United Kingdom",+442036378398,Weight loss service,,
Medicspot Weight Loss Clinic Wandsworth Town Station,https://www.medicspot.co.uk/weight-loss,"53 East Hill, London SW18 2QE, United Kingdom",+442036378398,Weight loss service,,
Medicspot Weight Loss Clinic Wembley,https://www.medicspot.co.uk/weight-loss,"183 Ealing Rd, London, Wembley HA0 4LW، United Kingdom",+442036378398,,3,
Medicspot Weight Loss Clinic Wembley Park,https://www.medicspot.co.uk/weight-loss,"14 The Broadway, Wembley HA9 8JU، United Kingdom",+442036378398,,,
Medicspot Weight Loss Clinic Wembley Watford Road,https://www.medicspot.co.uk/weight-loss,"12a Court Parade, Watford Rd, London HA0 3HU، United Kingdom",+442036378398,,,
Medtech IV Clinic,https://medtechivclinic.com/,"18 High St, Uxbridge UB8 1JN, United Kingdom",+447459620302,Home health care service,,
Mei Wan Dietitian & Nutritionist,http://www.meiwan.co.uk/,"18-20 Kew Rd, Richmond TW9 2NA, United Kingdom",+447595189158,Nutritionist,5,
Melanie Wilkinson Nutrition,http://www.melaniewilkinsonnutrition.com/,"153 Kensington High St, London W8 6SU, United Kingdom",,Nutritionist,5,
Melatone Skin Clinic,http://melatoneskinclinic.co.uk/,"Unit 13A, 99-109 Battersea Business Centre, Lavender Hill, London SW11 5QL, United Kingdom",+442035767373,Medical spa,5,
Melbourne Eastside Dermatology- Croydon,http://eastsidedermatology.com.au/,"321 Mt Dandenong Rd, Croydon VIC 3136",0398786813,Bác sĩ da liễu,4,
Menopause & Hormone Clinic,https://www.privategpclinic.co.uk/menopause-clinic,"Private GP Clinic, West Byefleet health centre, Madeira Rd, West Byfleet KT14 6DH",01932344004,Clinică pentru sănătatea femeii,4.8,
Menopause Care - Chiswick,https://menopausecare.co.uk/chiswick-clinic-consultations/,"140 Chiswick High Rd., Chiswick, London W4 1PU, United Kingdom",+442081644090,Medical clinic,,
Menopause Clinic London,http://www.menopausecliniclondon.co.uk/,"10 Harley St, London W1G 9PF, United Kingdom",+442074678373,Women's health clinic,5,
MensHair2Go,http://www.menshair2go.com/,"96 Commercial Rd, London E1 1NU, United Kingdom",+442079986565,Hair replacement service,4.9,
Mews Medical - Kensington,https://www.mewsmedical.co.uk/private-gp-south-kensington,"20a Pennant Mews, London W8 5JN, United Kingdom",+442070788478,Medical clinic,5,
Mile End Sports Medicine | LBSM Group,https://lbsm.co.uk/locations/mile-end/,"1 Beaumont Square, Stepney Green, London E1 4NL, United Kingdom",+442072947671,Sports medicine clinic,5,
Millpond Children's Sleep Clinic,http://www.millpondsleepclinic.com/,"12 Sutton Rd, London N10 1HE, United Kingdom",+442084440040,Clinică pentru probleme privind somnul,4.8,
Minter Hormone Health Clinic,http://www.minteretal.com/,"Wellbeing Centre, Lloyd's building, 1 of, Lime St, London EC3M 7HA, United Kingdom",+443332423182,Medical clinic,,
Miss Radhika Rampat,https://www.radhikarampat.co.uk/,"12th, Royal Free Hospital, Pond St, London NW3 2QG, United Kingdom",+442074584214,Ophthalmologist,5,
Misters Hair Solutions,https://www.mistershairsolutions.com/,"Misters Hair Solutions, 86 Upper Wickham Ln, Welling DA16 3HQ, United Kingdom",+442081431249,Hair replacement service,5,
Mittal Hair Clinic,https://mittalhairclinic.com/,"111 Charterhouse St, Barbican, London EC1M 6AW, United Kingdom",+442034889897,Hair transplantation clinic,4.9,
Modern Medical Centre,https://www.modernmedicalcentre.net/,"The Surgery, 195 Rush Green Rd, Romford RM7 0PX, United Kingdom",+441708747147,Clínica ambulatoria,2.5,
Moon Fertility,https://www.moonfertility.co.uk/,"Haldane Rd, London E6 3JL, United Kingdom",,Wellness center,,
Mortimer Market Centre (including the Margaret Pyke Centre),http://www.sexualhealth.cnwl.nhs.uk/clinic/mortimer-market-centre-including-margaret-pyke-centre/,"Capper St, London WC1E 6JB, United Kingdom",,Medical clinic,4,
Mr Ali Alhamdani - Bariatric Surgery & Weight Loss Clinic,https://bariatric-surgery.co.uk/,"9 Harley St, London W1G 9QY, United Kingdom",+447778002670,Weight loss service,5,
Mr Andrew Coombes,https://www.topdoctors.co.uk/doctor/andrew-coombes,"32 St Thomas St, London SE1 9BS, United Kingdom",+442036503637,Ophthalmologist,,
Mr Anil Gudi,http://www.fertilityplus.org.uk/,"92 Harley St, London W1G 7HU, United Kingdom",+448000226038,Fertility physician,4.7,
Mr David Selvadurai - ENT Surgery,http://www.davidselvadurai.com/,"Cromwell Hospital, London SW5 0TU, United Kingdom",+447949627993,Medical clinic,,
Mr David Selvadurai - ENT Surgery,http://www.davidselvadurai.com/,"Parkside Hospital 55, Parkside, London SW19 5NX, United Kingdom",+447949627993,Medical clinic,,
Mr David Selvadurai - ENT Surgery,http://www.davidselvadurai.com/,"Outpatient Clinic, 102 Sydney St, London SW3 6NR, United Kingdom",+447949627993,Medical clinic,4,
Mr Dimitrios Nikolaou,https://www.topdoctors.co.uk/doctor/dimitrios-nikolaou,"369 Fulham Rd., London SW10 9NH, United Kingdom",+442033986095,Fertility physician,,
Mr J Al-Musawi Private Surgery,https://jalsurgery.com/,"Sudbury Hill, Harrow HA1 3RX, United Kingdom",+447903670080,Medical clinic,5,
Mr Jonas Osher,http://www.jonasosher.com/,"HCA UK Outpatients & Diagnostics at the Shard, 32 St Thomas St, London SE1 9BS, United Kingdom",+442071124883,Medical clinic,5,
"Mr Kash Akhtar, Knee & Sports Injury Specialist London",http://www.kashakhtar.com/,"24 Portland Pl, London W1B 1LU, United Kingdom",+442034237500,Sports medicine clinic,5,
"Mr Mohiemen Anwar, ENT Consultant. West London ENT Clinic",https://www.anwar-ent.com/,"164-178 Cromwell Rd, London SW5 0TU, United Kingdom",+442071172437,Otolaryngology clinic,4.8,
Mr Shah Punwar - Expert Hip and Knee Orthopaedic Surgeon,https://shahpunwarortho.com/,"40-42 Lee Terrace, Blackheath, London SE3 9UD, United Kingdom",+442081948541,Sports medicine physician,5,
Mr. Saab Bhermi,https://londoneyeexpert.com/,"9-11 Bath St, London EC1V 9LF, United Kingdom",+447788846123,Eye care center,5,
Ms Tahmina Pearsall,https://www.topdoctors.co.uk/doctor/tahmina-pearsall,"Roding Ln S, Woodford Green IG4 5PZ, United Kingdom",+442071313591,Ophthalmologist,5,
MSI Reproductive Choices - Dagenham Community Treatment Centre,https://www.msichoices.org.uk/find-us/clinics/msi-choices-dagenham-community-treatment-centre/,"Medical Centre, The Broad Street Centre, Morland Rd, Dagenham RM10 9HU, United Kingdom",+443453008090,Abortion clinic,3.4,
MSI Reproductive Choices - Enfield Community Treatment Centre,https://www.msichoices.org.uk/find-us/clinics/msi-choices-enfield-community-treatment-centre/,"Lincoln Rd, Enfield EN1 1LJ, United Kingdom",+443453008090,Clinique d'avortement,1,
MSI Reproductive Choices - Greenwich Community Treatment Centre,https://www.msichoices.org.uk/find-us/clinics/msi-choices-greenwich-community-treatment-centre/,"The Greenwich Centre, 12 Lambarde Square, London SE10 9GB",03453008090,Clínica de interrupción del embarazo,5,
MSI Reproductive Choices - Hillingdon Community Treatment Centre,https://www.msichoices.org.uk/find-us/clinics/msi-choices-hillingdon-community-treatment-centre/,"32 Parkway, Uxbridge UB10 9JX, United Kingdom",+443453008090,Bệnh viện phụ sản,5,
MSI Reproductive Choices - Lewisham Community Treatment Centre,https://www.msichoices.org.uk/find-us/clinics/msi-choices-lewisham-community-treatment-centre/,"St John's Medical Centre, 56-60 Loampit Hill, London SE13 7SX, United Kingdom",+443453008090,Abortion clinic,3,
MSI Reproductive Choices - Putney Community Treatment Centre,https://www.msichoices.org.uk/,"Heathbridge Practice, 125 Upper Richmond Rd, London SW15 2TL, United Kingdom",+443453008090,Abortion clinic,,
MSI Reproductive Choices - Romford Community Treatment Centre,https://www.msichoices.org.uk/find-us/clinics/msi-choices-romford-community-treatment-centre/,"St Edwards Medical Centre, 7 St Edwards Way, Romford RM1 3DQ, United Kingdom",+443453008090,Abortion clinic,2.6,
MSI Reproductive Choices - Stratford Community Treatment Centre,https://www.msichoices.org.uk/,"Health Centre, 10 Vicarage Ln, London E15 4ES",03453008090,Clínica de interrupción del embarazo,,
MSI Reproductive Choices - West London Regional Treatment Centre,https://www.msichoices.org.uk/find-us/clinics/msi-choices-west-london-national-treatment-centre/,"87 Mattock Ln, London W5 5BJ, United Kingdom",+443453008090,Abortion clinic,3.1,
My Hair Transplant Clinic,http://myhairtransplantclinics.com/,"158-160 Kenton Rd, Harrow HA3 8AZ, United Kingdom",+442036212370,Hair transplantation clinic,4.8,
My Private Chemist - Blood Test & Travel Clinic,https://www.myprivatechemist.com/,"My Private Chemist, Longcroft House, The small road between the Police Station and Five Guys, 2-8 Victoria Ave, London EC2M 4NS, United Kingdom",+442039879202,Pharmacy,5,
My Private Dietitian,https://myprivatediet.com/,"Chelsea Wing, 369 Fulham Road, London SW10 9NH, United Kingdom",+442035761553,Nutritionist,5,
My-iClinic,http://www.my-iclinic.co.uk/,"960 High Rd, London N12 9RY, United Kingdom",+442084458877,Eye care center,4.9,
Myoset Clinic,https://myoset.co.uk/,"Republic, 2 Clove Cres, London E14 2BE, United Kingdom",+442045861446,Sports medicine clinic,4.8,
NADclinic,https://nadclinic.com/,"27 Wimpole St, London W1G 8GN, United Kingdom",+442079351155,Wellness center,4.6,
Nankuranaisa Massage & Wellness Clinic,https://nankuranaisaclinic.co.uk/,"319 Brighton Rd, South Croydon CR2 6EQ, United Kingdom",+447495865444,Massage spa,5,
Natural Food Therapy,https://naturalfoodtherapy.co.uk/,"11-12 Old Bond St, London W1S 4PN, United Kingdom",+447395535705,Eating Disorder Treatment Centre,5,
Natural Healing Clinic,https://hirudo.clinic/leech-therapy-amp-alkaline-water-support-near-me-w1-central-london/,"98 Crawford St, London W1H 2HL, United Kingdom",+448007999716,Wellness center,5,
Natural Health Clinic I Personalised Nutrition & Functional Medicine,https://www.naturalhealthmethod.com/,"26 Dancer Rd, London SW6 4DX, United Kingdom",+447400095185,Nutritionist,5,
"Neil Livemore Consulting Ltd - Nutrition, Health & Human Performance Clinic",https://www.neillivemore.com/,"St James House, 27-43 Eastern Rd, Romford RM1 3NH, United Kingdom",+441708837170,Weight loss service,5,
Neko Health Marylebone,https://nekohealth.com/gb/en,"9 St Vincent St, London W1U 4DA, United Kingdom",+447701411315,Medical clinic,4.8,
New Barnet Leisure Centre,https://www.better.org.uk/leisure-centre/london/barnet/new-barnet-leisure-centre,"1 Lawton Rd, London, Barnet EN4 9BS, United Kingdom",+442083687070,Weight loss service,4.2,
Newham CAMHS,https://www.elft.nhs.uk/camhs/newham-child-and-adolescent-mental-health-service-camhs,"York House, 411 Barking Rd, London E13 8AL, United Kingdom",+442084309000,Établissement d'enseignement,5,
Newlife Clinic,http://www.newlifeclinic.org.uk/,"The Pines, 2 The Parade, Epsom KT18 5DH, United Kingdom",+441372738938,Fertility clinic,4.8,
Newmedica London Eye Health Clinic & Surgical Centre,http://www.newmedica.co.uk/,"Fora East Side King’s Cross Station, London N1C 4AX, United Kingdom",+448004096792,Eye care center,,
NewWoman Health Ltd,http://newwomanhealth.co.uk/,"25 Harley St, London W1G 9QW, United Kingdom",+447443986476,Medical clinic,,
Nishtha Patel - The Gut Expert / Nutritionist,https://www.thegutexpert.com/,"98 Crawford St, London W1H 2HL, United Kingdom",+442082950242,Nutritionist,5,
NL Clinic,https://www.nlclinic.co.uk/,"143, 145 High St, London N14 6BP, United Kingdom",+442088820957,Weight loss service,4.1,
No Filter Clinic,https://www.nofilterclinic.com/,"9 Young St, London W8 5EH, United Kingdom",+442033438431,Medical clinic,4.9,
No. 23 Skin,http://no23skin.co.uk/,"23 Ansdell St, London W8 5BN, United Kingdom",+442039411815,Dermatologist,4.9,
North Croydon Medical Centre,http://www.northcroydonmedicalcentre.co.uk/,"518 London Rd, Thornton Heath CR7 7HQ, United Kingdom",+442086654757,Trung tâm y tế,2.1,
North London Allergy Clinic London Allergy and Immunology Centre,http://www.privateallergy.uk/,"73 Ravensdale Ave, London N12 9HR, United Kingdom",+442031433442,Phòng khám chuyên khoa,,
Northway Clinic - London,http://www.northwayclinic.co.uk/,"Room 4, Northway Clinic, 13 Minnie Baldock St, London E16 1YE, United Kingdom",+442034050860,Medical clinic,4.5,
NRG Sports Therapy,https://www.nrgsportstherapy.com/,"4A Streatham St, London WC1A 1JB, United Kingdom",+447584027210,Sports medicine clinic,5,
Nu Wellness Clinic,https://nuwellnessclinic.uk/,"1b Hall Ln, Chingford Mount, London E4 8HH, United Kingdom",07400833047,Klinika,5,
nu-health and beauty clinic,https://nu-healthandbeauty.co.uk/,"368B Upper Richmond Rd W, North Sheen, London SW14 7JU, United Kingdom",+447572306265,Wellness center,5,
"Nude Nutrition - Dietitian, Helping You to Eat with Happiness (UK)",http://www.nudenutritionrd.com/,"128 City Rd, London EC1V 2NX, United Kingdom",+447771868535,Nutritionist,5,
Nuffield Health Wharf Medical Centre,https://www.nuffieldhealth.com/clinics/wharf-medical-centre,"South Quay Plaza, 185 Marsh Wall, London E14 9SH, United Kingdom",+443001231434,Medical Center,2.8,
NUMA Hyperbaric Oxygen Therapy | London,https://numaoxygen.com/,"6 York St, London W1U 6QD, United Kingdom",+442038231212,Hyperbaric medicine physician,4.9,
Nutri for Health,http://www.nutriforhealth.com/,"The Medical chambers, 10 Knaresborough Pl, London SW5 0TG, United Kingdom",,Nutritionist,5,
Nutrition and Co,https://www.nutritionandco.co.uk/,"45 Caxton Rd, London SW19 8SJ, United Kingdom",+442034323926,Nutritionist,5,
Nutrition and Vitality,http://www.nutritionandvitality.co.uk/,"9 Weymouth St, London W1W 6DB, United Kingdom",+443451297996,Medical clinic,4.6,
Nutrition Applied,http://www.nutrition-applied.com/,"Montana Rd, London SW20 8TW, United Kingdom",+447900972349,Nutritionist,5,
Nutritiously Natural,https://www.nutritiouslynatural.com/,"Harley St, London W1G 7JY, United Kingdom",,Nutritionist,5,
Nūūtro Health and Wellness Clinic,https://nuutro.co.uk/,"58 S Molton St, London W1K 5SL, United Kingdom",+447392227735,Centro de salud y bienestar,4.7,
Oak Tree Medical Centre,http://www.oaktreemedicalcentre.co.uk/,"Oak Tree Medical Centre, 273-275 Green Ln, Seven Kings, Ilford IG3 9TJ, United Kingdom",+442085993977,Medic,2.6,
Oakland Medical Centre,https://www.oaklandmedical.co.uk/,"32 Parkway, Uxbridge UB10 9JX, United Kingdom",+441895237411,Medical clinic,2.7,
OCL Vision,https://www.oclvision.com/,"55 New Cavendish St, London W1G 9TF, United Kingdom",+443301082200,Eye care center,4.9,
Oculase - The Eye Clinic | London,https://oculase.com/,"29a Wimpole St, Harley St, London W1G 8GP, United Kingdom",+443308227526,Trung tâm chăm sóc mắt,5,
OFIT | SPORTS CLINIC,http://www.ofitperformance.uk/sports-clinic,"Millharbour, London E14 9TX, United Kingdom",+442080505876,Sports injury clinic,4.9,
Olympia Sports Medicine,https://www.olympiasportsmed.com/location,"2A Prebend St, London N1 8PT, United Kingdom",+447584557696,Sports medicine clinic,,
One5 Health King's Cross & Angel | Private GP & Health Screening Clinic,https://www.one5.health/,"70 White Lion St, London N1 9PP, United Kingdom",+442034884415,Medical clinic,4.9,
One5 Health Marylebone,https://www.one5.health/,"83 Baker St, London W1U 6AG, United Kingdom",+442034884415,Medical clinic,4.9,
Optegra - Cataract Surgery North London,https://www.optegra.com/hospitals-and-clinics/optegra-eye-hospital-north-london/,"Unit 6, The Technology Park, Colindeep Lane, London NW9 6BX, United Kingdom",+448000861064,Eye care center,4.5,
Optegra - Laser Eye Surgery & Cataract Surgery Hounslow,https://www.optegra.com/hospitals-and-clinics/optegra-eye-clinic-west-london/,"Unit 6 High Street Quarter, 2 Holloway St, Hounslow TW3 1BQ, United Kingdom",+448000861064,Göz Sağlık Merkezi,4.5,
Optegra - Laser Eye Surgery & Cataract Surgery London,https://www.optegra.com/hospitals-and-clinics/optegra-eye-hospital-london/,"25 Queen Anne St, London W1G 9HT, United Kingdom",+448000861064,Eye care center,4.4,
Optical Express,https://www.opticalexpress.co.uk/clinic-finder/south-of-england/london-westfield-white-city,"Unit 2121, Ariel Way, London W12 7GF, United Kingdom",+448000232020,Eye care center,4.2,
Optimal Vision Clinic,https://www.optimalvision.co.uk/,"7 Gower St, London WC1E 6HA, United Kingdom",+442071833725,Eye care center,4.9,
Optimal Weight Loss Clinic,https://www.optimalclinic.co.uk/,"157 Essex Rd, London N1 2SN, United Kingdom",+442038552011,Dịch vụ giảm cân,,
Optimax London Bridge,https://optimax.co.uk/,"82 Borough High St, London SE1 1LL, United Kingdom",+442030989928,Eye care center,4.3,
Optimax London Finchley Road,http://www.optimax.co.uk/,"128 Finchley Rd, London NW3 5HT, United Kingdom",+448000931110,Eye care center,4.2,
Optimax London Harley Street,http://www.optimax.co.uk/,"15 Harley St, London W1G 9QQ, United Kingdom",+448000931110,Eye care center,4.8,
Optimise Health - IV Drips London,https://www.optimisehealth.com/,"21 Knightsbridge, London SW1X 7LY, United Kingdom",+447546558958,Sağlıklı Yaşam Merkezi,5,
Orchid Wellness Clinic,https://orchidwellnessclinic.square.site/,"232 High St, Hadley, Barnet EN5 5TD، United Kingdom",+442081291132,,4.9,
Our Skin Clinic in Warren Street,http://www.ourskinclinic.com/,"First Floor, 129 Whitfield St, London W1T 5EQ, United Kingdom",+442045476067,Dermatologist,5,
Oxea London - Invisible Hair Solutions (City of London),https://www.oxealondon.com/,"Third Floor, Cornhill House, 59-60 Cornhill, London EC3V 3PD, United Kingdom",+447713746989,Hair replacement service,5,
Oxea London - Invisible Hair Solutions (Kensington),https://www.oxealondon.com/,"70 North End Rd, London W14 9EP, United Kingdom",07713746989,Hair replacement service,5,
Oxyheal | Hyperbaric Oxygen Therapy London | Hyperbaric Chamber in London,http://www.oxyheal.co.uk/,"Crate, 15 Oakwood Hill Industrial Estate, London, Loughton IG10 3TZ, United Kingdom",+442070185253,Trung tâm chăm sóc sức khỏe,4.9,
P4 Fertility,https://www.lon.p4fertility.co.uk/,"163-165 Uxbridge Rd, London W13 9AU, United Kingdom",+442045026753,Fertility clinic,5,
Paediatric Dietitian | Gut Health,http://www.ukkidsnutrition.com/,"10 Harley St, London W1G 9PF",07851517125,Nutritionist,5,
Pari Shams,https://www.parishams.com/,"Moorfields Private Outpatient Centre, 9-11 Bath St, London EC1V 9LF, United Kingdom",+447488909008,Ophthalmologist,4.9,
Parkview Medical Centre,http://www.parkviewmedicalcentreessex.nhs.uk/,"199-201 Reede Rd, Dagenham RM10 8EH, United Kingdom",+442085922664,Bệnh viện,2,
Peak Health & Nutrition,http://www.peaklondon.co.uk/,"30 Bloomsbury St, London WC1B 3QJ, United Kingdom",+442038680199,Nutritionist,4.9,
Perfect Image Consultants,https://www.perfectimageconsultants.co.uk/,"Ground Floor Unit 8, Churchill Court, 58 Station Rd, North Harrow, Harrow HA2 7SA, United Kingdom",+441895630604,Dermatologist,4.7,
"Persona Medical Aesthetics Skin & Laser, Minor Skin & Cosmetic Surgery Clinic",http://www.personamedical.co.uk/,"300 Broadway, Bexleyheath DA6 8AH, United Kingdom",+442083044913,Medical clinic,4.9,
Peyronie’s Disease Clinic - Knightsbridge London,https://www.peyroniesdisease.co.uk/,"32 Beauchamp Pl, London SW3 1NU, United Kingdom",+442072052711,Medical Center,,
